,id,url,account_name,following_count,follower_count,total_like_count,date,href,handle,description,hashtag,like_count,bookmark_count,share_count,comment_count,audio_to_text
276,279_post,https://www.tiktok.com/@goodtoflynews/video/7232974099310497042,GoodtoFly ✈️,5,3372,596.9K,2023-5-14,/@goodtoflynews,goodtoflynews,the last clip is my favourite 🥹❤️ follow us on telegram @/goodtofly for more travel deals & recommendations ✈️✨ ,"['leedohyun', 'ldh', 'kto_singapore', 'fyp', 'goodtofly']",512.2K,43.7K,4542,2761,
277,280_post,https://www.tiktok.com/@mandaiwildlifereserve/video/7168283103083891970,Mandai Wildlife Reserve,9,83.5K,856.1K,2022-11-21,/@mandaiwildlifereserve,mandaiwildlifereserve,"100% potato, 200% cuteness 😍 ","['throwback', 'mandaiwildlifereserve', 'singaporezoo', 'miata', 'pygmyhippo', 'hippo', 'cuteanimals', 'animals', 'fyp', 'travel', 'travelhacks', 'destination']",169.9K,13.1K,6639,525,a potato
278,281_post,https://www.tiktok.com/@semicuratedlife/video/7120489609724824834,American Mom in Bali,130,15.8K,1.2M,2022-7-15,/@semicuratedlife,semicuratedlife,Are you moving to Singapore?,[],11.5K,589,1462,731,
279,282_post,https://www.tiktok.com/@held4malia/video/7232602853318200582,heldaamalia,104,2452,68.3K,2023-5-13,/@held4malia,held4malia,menurut kalian mending pakai travel pass atau beli ecer ajaa kall jalan2 pakai mrt di singapore ?? ,"['singapore', 'singaporetravelpass', 'minivlogtravelling', 'fypdoooonggg', 'vlogjalanjalan', 'travelling', 'mrt', 'mrtsingapore', 'trainsingapore', 'changiairportsingapore', 'changisingapore']",1426,1252,401,87,
280,283_post,https://www.tiktok.com/@aldinopersi/video/7188111789815549210,Aldino Persi,129,662.5K,35.8M,2023-1-13,/@aldinopersi,aldinopersi,Hati-hati ya jika berkunjung kesana😅 ,"['fyp', 'singapura', 'singapore', 'travelonline', 'traveltiktok']",66.8K,5312,129,158,
281,284_post,https://www.tiktok.com/@marventurestv/video/7207657760224300290,MarventuresTV | Photo+Video+AI,979,30.3K,838.7K,2023-3-7,/@marventurestv,marventurestv,Have you visited one of the TOP instagrammable indoor place here in Singapore? This is Floral Fantasy at Gardens by the Bay. Let me give you a sneak peek. ,"['learningisfun', 'wheretogosg', 'visitsingapore', 'floralfantasy']",7513,4194,1035,54,
282,285_post,https://www.tiktok.com/@rayl9_8/video/7139079509038370049,hoetels,367,12.8K,387.7K,2022-9-3,/@rayl9_8,rayl9_8,"sydney to singapore in suites class (155,000 miles or around $4,500~). you can see from the first few clips how friendly the crew was; a great flight! was also impressed at how stable their hands were when serving the food😂 (the dishes are quite heavy!!)  ","['tiktoksg', 'singaporeairlines', 'firstclassflight', 'whatieatinaday', 'sgtravel', 'suitesclass', 'sgfinedining', 'luxurytravel']",64.8K,3102,1039,148,
283,286_post,https://www.tiktok.com/@travel_with_yiew/video/7214699319058861313,Travel with Yiew,1299,1120,8839,2023-3-26,/@travel_with_yiew,travel_with_yiew,"On 24 March, I flew Firefly Airlines from Singapore Seletar Airport to Subang Kuala Lumpur. Enjoy the video and see you at the airport! ✈️💯❤️ ","['solotravel', 'kl', 'malaysia', 'traveltiktoker', 'travelwithyiew', 'fypsg', 'flightreview', 'singapore', 'tripreport', 'seletarairport']",804,143,334,57,hello everyone good morning and welcome back to my channel this morning I'm going to share with you my experience as a tourist flying off from seletar airport to Malaysia on Firefly to do stay tuned as I give you a little bit more details about the airport as well as the Firefly plane that I will be flying with all right so see you and I shall see you in the terminal airportjust finished checking in and the walk into the departure area is such a priest because the airport is so small and we are all now in this open area right over there is weather luggage or package check is done then straight away we are here at the waiting area before we bought the plane just outside of Malaysian Airlines operates daily flights from Singapore Selita airport to subang airportin Kuala Lumpur Malaysia the flight time today is a short 1 hour 10 minutes walking on the timer to the plane is the start of another exciting flight Journey as you can see we are boarding from the rear of the aircraft the airline offers a single class Kevin configuration with a 2230 layout let me give you a seat tour the tray table is easily accessible the seat Peach is very comfortable for a short flight like this I love aircraft with an adjustable air vent at bowling can be quite warm breathing lights can be found by Future and enjoy complimentary Refreshments including snacks and beverages during the flightplay Airline also provides a Buy on board menu for those who would like to purchase additional food items or souvenirs the pilot made announcement for landing shortly after departure overall this is a short and comfortable flight I would definitely recommend going to KL on this flight because subang airport is so much more nearer to the city center Firefly allies is also an excellent choice for travelers making seamless connections to other smaller cities in Malaysia do you remember to subscribe and follow if you enjoying content like this and Tuesday to the next video of my solo trip to Kota Bahru bye
284,287_post,https://www.tiktok.com/@sgpikarchu/video/7250078192697068802,SGpikarchu,1,14.6K,371.7K,2023-6-29,/@sgpikarchu,sgpikarchu,Replying to ,"['tesla', 'electric', 'vehicle', 'travel', 'road', 'trip', 'bangkok']",2921,1268,673,79,so this is how you drive from Singapore to Thailand I'll show you the documents needed where to get it done easily and what to do at the Customs dropped her Malaysia Customs as usual and I have a chain one the next screenopen Thailand let's go for a 15 minutes fast charge and coffee gray this is our second road trip to Thailand Bangkok Googlecoffee breaks Bella's one of my five where are they called Singaporewinter walk out a before leaving again by this time of this trip I have drinking cups of coffee and tea Cafe Amazon let's head back to Malaysia hey Googleshort 30 minutes jam and we are finally back home
285,288_post,https://www.tiktok.com/@rayl9_8/video/7228070372074081538,hoetels,367,12.8K,387.7K,2023-5-1,/@rayl9_8,rayl9_8,13+ hour buffet in suites class from singapore to london🙂 ,"['firstclassflight', 'movingvlog', 'singaporesuites', 'planetok', 'planefoodreview', 'luxurytravel', 'singaporeairlines', 'tiktoksg', 'sgtravel', 'tiktoklondon', 'whatieatinaday']",68.9K,6065,797,346,
286,289_post,https://www.tiktok.com/@fianadewii/video/7130111700312902938,Fianadewi,322,159.8K,5M,2022-8-10,/@fianadewii,fianadewii,Itinerary Singapore😍👌🏻✨ ,"['singapore', 'itinerarysingapore', 'exploresingapore', 'liburansingapore', 'singapura', 'wisatasingapore', 'traveltiktok', 'fyp']",6415,5255,1191,113,
287,290_post,https://www.tiktok.com/@slizzyfluffy/video/7210839014125964571,rafikapebe,100,3023,390.8K,2023-3-15,/@slizzyfluffy,slizzyfluffy,"sebuah itinerary ambis ke destinasi-destinasi di singapore kurang dari sehari, udahannya kaki gempor gaberasa jalan udah 20rb steps lebih😌🏞️🇸🇬 ","['singaporetravel', 'mustvisitsingapore', 'traveltiktok', 'sgrecommendations', 'changi', 'transitchangi', 'mandichangi', 'traveling', 'singapore', 'fyp']",4455,3546,433,129,
288,291_post,https://www.tiktok.com/@tr4velwithmel/video/7213005015647128838,Melissa  | Travels ☀️✈️,80,22.7K,529.5K,2023-3-21,/@tr4velwithmel,tr4velwithmel,"Absolutely fallen in love with this incredible City! You can definitely travel Singapore on a Budget, so add this to your travel route 📍 ","['travelitinerary', 'travelroute', 'travelsingapore', 'exploresingapore', 'backpackingsingapore', 'singaporeonabudget', 'budgetsingapore', 'singapore2023', 'couplesinsingapore', 'traveltips', 'travelguide', 'southeastasia', 'backpackingsea', 'femaletraveller']",151,48,8,4,
289,292_post,https://www.tiktok.com/@bbi.knguyen/video/7247109856862162178,Khôi Nguyên,342,11.6K,102.3K,2023-6-21,/@bbi.knguyen,bbi.knguyen,Lôi sở thích từ Đông Tác qua tới Singapore😗,"['singapore', 'xuhuong', 'viral', 'secondhand', 'fyp', 'shopping', 'travel', 'learnontiktok']",537,157,63,17,
290,293_post,https://www.tiktok.com/@cerave/video/7252280633840422190,CeraVe,536,1.2M,5.3M,2023-7-5,/@cerave,cerave,Travel with ,"['wcd2023singapore', 'cerave']",88.4K,146,483,429,
291,294_post,https://www.tiktok.com/@ngweeliang_/video/7224475050315943170,Wee Liang | Singapore Heritage,305,8627,269.9K,2023-4-21,/@ngweeliang_,ngweeliang_,Don’t we all miss this little island? ☺️ ,"['explore', 'singapore', 'tekong', 'islandliving', 'ns', 'military', 'camp', 'camping', 'travel', 'wanderlust']",3009,173,326,59,that kills me makes me feel alive
292,295_post,https://www.tiktok.com/@nisombag_singapore/video/7229347195017907457,NISOM,13,5153,55.3K,2023-5-4,/@nisombag_singapore,nisombag_singapore,How many mothers can withstand all the hardships for their children?,"['travelbag', 'travel', 'bag', 'traveling', 'fyp', 'foryou', 'fypシ', 'luggage', 'tiktoksingapore']",3050,250,153,30,
293,296_post,https://www.tiktok.com/@nirasakti/video/7208023828008537370,Ajeng Nirasakti,22,1901,68.2K,2023-3-8,/@nirasakti,nirasakti,Episode 1 | Trip ke singapore for the firat tim 6 Day 5 Night versi aku. Menurut aku semuanya worth it dan aku disana happy banget dan super norak pengennya foto foto terus😆 ,"['singaporetrip', 'travel', 'singaporetraveltips', 'singaporeplacestogo', 'singaporemustvisit', 'singapore2023', 'singapore']",17.4K,7255,649,71,
294,297_post,https://www.tiktok.com/@wilmercomas/video/7160448821929970949,Wilmer Comas | Viaja Conmigo✈️,10,284.5K,9.3M,2022-10-30,/@wilmercomas,wilmercomas,"Singapur 🇸🇬 es el mejor país que he visitado! Limpio, ecológico, futurista y organizado!","['singapore', 'singapur', 'viajes', 'travel']",712.4K,79.2K,9962,2082,
295,298_post,https://www.tiktok.com/@thecjreyes88/video/7248169163120823558,thecjreyes88 on IG,192,212.3K,2.9M,2023-6-24,/@thecjreyes88,thecjreyes88,"Singapore Airlines has been voted 2023’s best airline, taking the prestigious title over the previous seven-time winner Qatar Airways.","['singaporeairlines', 'travel', 'storytime', 'airline', 'airlines', 'aviation', 'xyzbca', 'cjreyes']",5333,379,71,584,congratulations Singapore Airlines the top one airline in the world the world's top 20 Airlines of 2023 voted by Travelers around the world and this artwork is by airliners Illustrated at Singapore Airlines number two is Qatar Airways number 3 is Anna or All Nippon Airways number four is Emirates number 5 number 6 Turkish Airlines number 7 Air France number 8 Pacific Airways number 11 number 12 Swiss International Airlines number 1300 Airways number 14 Iberia number 1550 Airways number 16 vestara number 17 contestants Airways number 18 British Airways number 19New Zealand and number 20 Delta Airlines so I don't understand the best International Airport travel + Leisure readers for 2017 years running it's not rocket science to see how this happened the airline standards for Service Catering and onboard Comfort or simply higher than most other carriers in the world Singapore Airlines has an extensive route Network primarily from South East Asia cup with more than 755 destinations in 32 countries on five continent theSingapore Airlines flights to six cities New York City Newark New Jersey Los Angeles San Francisco Seattle and Houston this includes the longest flight in the world a 19-hour journey between Singapore and New York City while it comes as no surprise that Travelers can fly nonstop to Singapore from these cities Travelers may not be as familiar with its two us freedom Route 50 freedom is an industry term for flights between two countries different from the home base of the airline Singapore offers a nonstop between New York City and Frankfurt as well as a direct flight between Houston to Manchester United Kingdom you can really expect highly personalized service ergonomic seats on extensive array of onboard entertainment and topfood and drink offerings whether you're sitting in economy or first class Singapore Airlines because of the service number five star hotel Foods in Chamblee so what are you waiting for guys
