id,url,account_name,following_count,follower_count,total_like_count,date,href,handle,description,hashtag,like_count,bookmark_count,share_count,comment_count,final_text
272_post,https://www.tiktok.com/@mariellie.co/video/7207594328170974466,Mariel • UGC Creator,254,1405,27.4K,2023-3-7,/@mariellie.co,mariellie.co,Here's how you can travel to Singapore on a budget part 1. Follow along for part 2 and more Singapore travel inspo!,"['singaporeonabudget', 'singaporetraveltips', 'singaporetravels', 'budgettraveltips']",461,353,39,7,Do you want to travel to Singapore but dont know how to on a Budget singapore transport today i m going to start a series on how you can travel to singapore on a budget make sure you follow this series if singapore is in your bucket list. lets start with transportation in singapore trains and buses could take you to almost every tourist spot you like to see so my first tip is to take advantage of the countrys efficient transport system to get you around. use credit card apple pay instead of buying an ezlink mrt card much cheaper than buying a new ezlink card. singapore is also the kind of city where sometimes it might be quicker for you to walk to your next destination than to take the train so use the citymapper app to guid you to your best option 3rd tip please make sure check the train timings some train lines close as early as 915 on weekdays and if you dont want to spend money on a taxi ride then you dont want to miss that train. next episode budget meals in singapore
273_post,https://www.tiktok.com/@thefelixwee/video/7224489081676320008,Felix W,3,704,15.9K,2023-4-21,/@thefelixwee,thefelixwee,Here is a quick tour of Singapore Airlines B777-300ER. Who is a fan of this aircraft type?,"['singaporeairlinesfirstclass', 'firstclass', 'singaporeair', 'flysq', 'singaporeairlines', 'businessclass', 'instatravel', 'aviationgeek', 'milesbetterwithkf', 'b777', 'globetrotter', 'krisflyer', 'planespotter', 'travelinstyle', 'boeing', 'sgig', 'igsg', 'wanderlust', 'avgeek', 'travelbug', 'travelgram', 'changiairport', 'singapore', 'lifewelltravelled', 'fyp', 'staralliance', 'sqtalk', 'aviation', 'aviationlovers', 'igtravel']",2944,278,98,28,777 to 300 Earth first class seats that were launched in 2013 next we have the Long Haul business class seats
274_post,https://www.tiktok.com/@princelucky.blog/video/7219223876369173761,PrinceLuckyBlog,6,44.5K,191.4K,2023-4-7,/@princelucky.blog,princelucky.blog,Disclaimer: I am not an immigration agent. I do not help in Visas or any immigration litigations. Verify this information from the Countries immigration website. I only share what i know.,"['nigeriantiktok', 'nigeriansindiaspora', 'nigeriansindubai🇦🇪', 'nigeriansinuae🇳🇬', 'nigeriansindubai', 'traveltosingapore', 'travelvlogger', 'nigeriansinsharjah', 'traveltiktok', 'travel', 'princeluckyblog']",35.6K,6824,8629,0,so I told you about the country that is almost like it's almost like you able better than Canada whereby you can do you can go with no appearance right so I posted like which country is that one this one this one that is coming guys listen to me I won't scare you I've never asked anybody for money or stuff like that the country is this that country will allow you to go there the money is better than Canada Canadian dollars is 3418346 understand and when you going to that country you just go like you're going to do Dubai you understand you get the easiest way to get a job and it's easier for you to get lots of jobs country provide everything for youif you wish not to take the accommodation is up to you but you get paid at the right time you understand and it's a very good country with a good economy what is this country that we are talking about listen to the end of the video to know the country what are the requirements Nigerians need because the first thing you need is to apply for an sgr of a card they have a card is not a Visa okay there's not a Visa you will still get a Visa online you need your valid Nigerian passport and it was so much extrawhen you get your visa apply for the document like you need for a solution of yourself you understand like like 3 months okay so that's all you need to apply so I will go back again about what you need to apply for this country Visa is you get a Visa a valid passport that's taking more than six months you have a photo galleryand the name of the country is what Singapore yes Singapore is the name of the country you can apply by yourself okay guys so Chow Chow
275_post,https://www.tiktok.com/@onericeplease/video/7224471669094583570,🍚🥢,66,22.3K,943.1K,2023-4-21,/@onericeplease,onericeplease,"Birds are assholes, this video proves it 🙃 Bird Paradise is officially opening on 8 May! ","['birdparadise', 'sgtravel', 'sgtrip', 'singapore', 'visitsingapore', 'mandaiwildlifereserve', 'tiktoksg', 'sgfyp']",20.2K,2187,3805,258,"jurong bird park has reopened as bird paradise and i am going to show you 3 reasons on why you should make a trip down here. first you can get super up close and personal with the birds like seriously close now dont forget to check out the live feeding so you can feed your favourite birdies as well. secondly the enclosures are amazing they are like movie sets my personal favourites crimson wetlands for the jurassic park vibes wings of asia for those bali feels thirdly you dont have to worry about food because there are so many options like starbucks, birds of paradise a&w and so many more. plus theres even a fine dining concept called crimson overlooking the whole crimson enclosure. now i recommend you make sure to set aside about like 4 hours to explore the whole park and get ready to walk like a lot but i promise you its gonna be worth it"
276_post,https://www.tiktok.com/@ashfutbolita/video/7210995125151862024,Futbolita,326,49.1K,1.1M,2023-3-16,/@ashfutbolita,ashfutbolita,Does travelling affect Brunei DPMM in the Singapore Premier League? Don’t miss this week’s SPL Social!,"['sgsports', 'tiktoksg', 'football', 'shaveitoff']",2148,195,71,74,does it affect the performance for you you know coming in on the 8th of March Day game next day and training also I think it's Mexican airport to 6 hoursDelta at 10:00 p.m. tomorrow have a business license
277_post,https://www.tiktok.com/@voyagefox/video/7126173051397426437,Nathalie - Travel Blogger,179,743.1K,11.5M,2022-7-30,/@voyagefox,voyagefox,"Welcome to the future 🤍 |📍 Gardens by the Bay, Singapore ","['singapore', 'singapur', 'travel', 'fyp']",221.9K,32.8K,8678,1199,
279_post,https://www.tiktok.com/@goodtoflynews/video/7232974099310497042,GoodtoFly ✈️,5,3372,596.9K,2023-5-14,/@goodtoflynews,goodtoflynews,the last clip is my favourite 🥹❤️ follow us on telegram @/goodtofly for more travel deals & recommendations ✈️✨,"['leedohyun', 'ldh', 'kto_singapore', 'fyp', 'goodtofly']",512.2K,43.7K,4542,2761,pov when you forget you are famous
280_post,https://www.tiktok.com/@mandaiwildlifereserve/video/7168283103083891970,Mandai Wildlife Reserve,9,83.5K,856.1K,2022-11-21,/@mandaiwildlifereserve,mandaiwildlifereserve,"100% potato, 200% cuteness 😍 ","['throwback', 'mandaiwildlifereserve', 'singaporezoo', 'miata', 'pygmyhippo', 'hippo', 'cuteanimals', 'animals', 'fyp', 'travel', 'travelhacks', 'destination']",169.9K,13.1K,6639,525,i just took a dna test turns out i am 100 percent a potato
281_post,https://www.tiktok.com/@semicuratedlife/video/7120489609724824834,American Mom in Bali,130,15.8K,1.2M,2022-7-15,/@semicuratedlife,semicuratedlife,Are you moving to Singapore?,[],11.5K,589,1462,731,"10 reasons why Singapore is the best place to live Very clean very safe 
its amazing Top schools Easy to travel help Very diverse  Lots of foods Great public transportation English speaking Good skin"
282_post,https://www.tiktok.com/@held4malia/video/7232602853318200582,heldaamalia,104,2452,68.3K,2023-5-13,/@held4malia,held4malia,menurut kalian mending pakai travel pass atau beli ecer ajaa kall jalan2 pakai mrt di singapore ??,"['singapore', 'singaporetravelpass', 'minivlogtravelling', 'fypdoooonggg', 'vlogjalanjalan', 'travelling', 'mrt', 'mrtsingapore', 'trainsingapore', 'changiairportsingapore', 'changisingapore']",1426,1252,401,87,"Changi airport TOURIST PASS Inclusive of 10 Refundable Rental
Deposit The Singapore Tourist Pass is a special EZLink card that offers tourist unlimited travel on Singapores basic bus services MRT and LRT trains for the duration that it is valid"
283_post,https://www.tiktok.com/@aldinopersi/video/7188111789815549210,Aldino Persi,129,662.5K,35.8M,2023-1-13,/@aldinopersi,aldinopersi,Hati-hati ya jika berkunjung kesana😅,"['fyp', 'singapura', 'singapore', 'travelonline', 'traveltiktok']",66.8K,5312,129,158,
284_post,https://www.tiktok.com/@marventurestv/video/7207657760224300290,MarventuresTV | Photo+Video+AI,979,30.3K,838.7K,2023-3-7,/@marventurestv,marventurestv,Have you visited one of the TOP instagrammable indoor place here in Singapore? This is Floral Fantasy at Gardens by the Bay. Let me give you a sneak peek.,"['learningisfun', 'wheretogosg', 'visitsingapore', 'floralfantasy']",7513,4194,1035,54,"top instagrammable places to visit in singapore floral fantasy singapore located at gardens by the bay few walks away from bayfront mrt station. hanging from the ceiling is a mix of over 15,000 preserved blooms. follow for more sg travel tips"
285_post,https://www.tiktok.com/@rayl9_8/video/7139079509038370049,hoetels,367,12.8K,387.7K,2022-9-3,/@rayl9_8,rayl9_8,"sydney to singapore in suites class (155,000 miles or around $4,500~). you can see from the first few clips how friendly the crew was; a great flight! was also impressed at how stable their hands were when serving the food😂 (the dishes are quite heavy!!)  ","['tiktoksg', 'singaporeairlines', 'firstclassflight', 'whatieatinaday', 'sgtravel', 'suitesclass', 'sgfinedining', 'luxurytravel']",64.8K,3102,1039,148,everything i ate on my singapore airlines flight suites class
286_post,https://www.tiktok.com/@travel_with_yiew/video/7214699319058861313,Travel with Yiew,1299,1120,8839,2023-3-26,/@travel_with_yiew,travel_with_yiew,"On 24 March, I flew Firefly Airlines from Singapore Seletar Airport to Subang Kuala Lumpur. Enjoy the video and see you at the airport! ✈️💯❤️ ","['solotravel', 'kl', 'malaysia', 'traveltiktoker', 'travelwithyiew', 'fypsg', 'flightreview', 'singapore', 'tripreport', 'seletarairport']",804,143,334,57,hello everyone good morning and welcome back to my channel this morning I'm going to share with you my experience as a tourist flying off from seletar airport to Malaysia on Firefly to do stay tuned as I give you a little bit more details about the airport as well as the Firefly plane that I will be flying with all right so see you and I shall see you in the terminal airportjust finished checking in and the walk into the departure area is such a priest because the airport is so small and we are all now in this open area right over there is weather luggage or package check is done then straight away we are here at the waiting area before we bought the plane just outside of Malaysian Airlines operates daily flights from Singapore Selita airport to subang airportin Kuala Lumpur Malaysia the flight time today is a short 1 hour 10 minutes walking on the timer to the plane is the start of another exciting flight Journey as you can see we are boarding from the rear of the aircraft the airline offers a single class Kevin configuration with a 2230 layout let me give you a seat tour the tray table is easily accessible the seat Peach is very comfortable for a short flight like this I love aircraft with an adjustable air vent at bowling can be quite warm breathing lights can be found by Future and enjoy complimentary Refreshments including snacks and beverages during the flightplay Airline also provides a Buy on board menu for those who would like to purchase additional food items or souvenirs the pilot made announcement for landing shortly after departure overall this is a short and comfortable flight I would definitely recommend going to KL on this flight because subang airport is so much more nearer to the city center Firefly allies is also an excellent choice for travelers making seamless connections to other smaller cities in Malaysia do you remember to subscribe and follow if you enjoying content like this and Tuesday to the next video of my solo trip to Kota Bahru bye
